0,0.0
1,5.0
2,5.0
3,5.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,5.0
12,5.0
13,5.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.8541666666666666
20,0.8541666666666666
21,4.145833333333333
22,4.145833333333333
23,4.145833333333333
24,0.8541666666666666
25,19.145833333333332
26,0.8541666666666666
27,0.8541666666666666
28,19.145833333333332
29,3.0
30,1.0
31,2.0
32,2.854166666666667
33,2.854166666666667
34,17.854166666666668
35,28.708333333333332
36,28.708333333333332
37,28.708333333333332
38,28.708333333333332
39,17.0
40,1.0
41,2.0
42,2.4375000000000004
43,2.4375000000000004
44,7.437499999999999
45,27.875
46,7.875000000000001
47,7.875000000000001
48,27.875
49,3.0
50,1.0
51,2.0
52,2.8333333333333335
53,7.833333333333333
54,7.833333333333333
55,8.666666666666666
56,8.666666666666666
57,8.666666666666666
58,28.666666666666668
59,3.0
60,1.0
61,2.0
62,2.0625
63,27.0625
64,7.0625
65,7.125
66,7.125
67,27.125
68,27.125
69,14.0
70,4.0
71,5.0
72,16.979166666666668
73,25.979166666666668
74,25.979166666666668
75,7.958333333333334
76,7.958333333333334
77,7.958333333333334
78,27.958333333333332
79,2.3125
80,0.3124999999999998
81,1.3124999999999998
82,1.3124999999999998
83,27.6875
84,7.6875
85,7.6875
86,7.6875
87,7.6875
88,7.6875
89,1.0
90,1.0
91,0.0
92,0.3333333333333333
93,0.3333333333333333
94,0.6666666666666666
95,0.3333333333333333
96,0.3333333333333333
97,0.3333333333333333
98,0.3333333333333333
99,0.3333333333333333
