-50,-30,-110.0
-20,-40,-100.0
-50,-60,-92.5
-70,-30,-87.5
-40,-10,-87.5
-20,-70,-85.0
-70,-70,-70.0
-40,-40,-70.0
-10,-40,-67.5
-70,-10,-65.0
-40,-80,-62.5
-80,-40,-60.0
-10,-80,-57.5
-40,-10,-55.0
-60,-60,-42.5
-30,-50,-42.5
-60,-30,-37.5
-50,-50,-15.0
